SystematicID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPNCRNA.1340	211.640412077475	-1.16306419112323	0.139410889394745	-8.34270691602856	7.26089656552253e-17	5.23692164788312e-15
SPNCRNA.906	16.5826924932353	-1.15793509407969	0.519761462125416	-2.22782021842221	0.025892506039926	0.101266176711749
SPNCRNA.311	8.76422179483168	-1.15342515784774	0.638609297312754	-1.80615152754793	0.0708946739969029	0.209093167220419
SPNCRNA.403	18.3218564407451	-1.12604729889198	0.511304888072431	-2.20230106372944	0.0276440491115448	0.106174596671398
SPNCRNA.315	4.30095345968426	-1.09881712791696	0.972589065859093	-1.12978560677768	0.258566574531864	0.478461238645405
SPAC8E11.12	29.7985194467638	-1.09408639785315	0.356632722675977	-3.06782392160687	0.00215623628078658	0.0150557004116088
SPAC27D7.03c	912.62137372829	-1.09156861590164	0.121801741356346	-8.96184737382464	3.19283584814437e-19	2.98013663649593e-17
SPBC32H8.06	7.46193417121785	-1.08786538905798	0.686689478526278	-1.58421735453509	0.113144265326087	0.285197240676994
SPNCRNA.944	260.469872492854	-1.08089298660626	0.227376698068619	-4.75375443388687	1.99673542484565e-06	3.58002252584615e-05
SPNCRNA.1043	5.30300237105745	-1.07623277451177	0.81857733156752	-1.3147600513819	0.188590557308293	0.395044312619055
SPNCRNA.310	5.78347872638062	-1.06469362871731	0.804584125390428	-1.32328440882507	0.185740814599384	0.391265080289542
SPBPB21E7.07	1943.03842784859	-1.05044731356591	0.0973530780832593	-10.7900780771157	3.83463628670301e-27	6.40485171360632e-25
SPAC1F7.08	1709.47365688119	-1.03503742960961	0.377673696860387	-2.74056000778954	0.00613345808461072	0.033969510002639
SPAPB8E5.05	16.5897017243805	-1.03069511590799	0.504122227647723	-2.04453416132294	0.0409008061755921	0.140703206935763
SPAC3G9.11c	333.985213749181	-0.974781364521646	0.108111771472809	-9.0164220902329	1.94332525393927e-19	1.8975823671927e-17
SPNCRNA.835	13.1144823641792	-0.970294671074655	0.568095361491351	-1.70797851355001	0.0876403293905159	0.241744098497003
SPAC21E11.04	1548.87680383964	-0.96500519026542	0.0655381840948041	-14.7243199303401	4.49973516148481e-49	1.78498869187151e-46
SPAC2E1P3.05c	4215.0882646043	-0.95857310378749	0.0741540663908034	-12.9267773224419	3.17865420036987e-38	9.6071039094036e-36
SPNCRNA.889	413.605109032601	-0.951887230995358	0.108275141738684	-8.7913736773736	1.47742279747678e-18	1.23384243362962e-16
SPBC1289.17	335.803834215022	-0.951279330367568	0.116888478316572	-8.13834985336357	4.00701565260878e-16	2.70558812203276e-14
SPNCRNA.322	947.894346090018	-0.942121792276596	0.141925926989093	-6.63812322570914	3.17702223806333e-11	1.20027143720167e-09
SPNCRNA.1395	135.676946609946	-0.939804544963288	0.17886600647643	-5.25423787044259	1.48638674874045e-07	3.24195762689197e-06
SPNCRNA.1463	127.667928444116	-0.922154800776987	0.179376700830283	-5.1408839414963	2.73448930984112e-07	5.78526788318719e-06
SPAC1F7.07c	1286.39480487064	-0.92164645851702	0.271713421283317	-3.39197988146495	0.000693895350087219	0.00594352737787257
SPNCRNA.1670	11.7004206768282	-0.915553676038088	0.569260681955869	-1.60832059030043	0.107764983373521	0.276908378445873
SPNCRNA.935	506.695258076016	-0.912892238440398	0.131256482304689	-6.95502593404325	3.52497185492695e-12	1.55368030300148e-10
SPNCRNA.852	47.7523615034108	-0.911283683613607	0.286086647110569	-3.18534154885393	0.00144583256076235	0.0108471622495965
SPNCRNA.1623	20.5624590281384	-0.906110688483791	0.443631059108111	-2.04248703935532	0.0411032437536552	0.141056487741523
SPNCRNA.29	152.11213079669	-0.896873182041079	0.168224406232298	-5.331409407994	9.74534338369529e-08	2.21697829592523e-06
SPNCRNA.421	23.9150395103929	-0.891941515721948	0.422096494417122	-2.11312230146247	0.0345903013365302	0.124883186907257
SPNCRNA.834	98.9797585200012	-0.884167155948934	0.210723911862039	-4.1958558387422	2.71843121741986e-05	0.000369462161391089
SPNCRNA.716	2073.3982663038	-0.869137922713657	0.239683929906288	-3.62618354536107	0.000287640937489764	0.00289327580070925
SPNCRNA.1010	23.0645698035458	-0.865716791864325	0.393131610675109	-2.20210425302017	0.0276579451358701	0.106174596671398
SPAC26H5.09c	5582.62401353437	-0.865232200546023	0.0900660025575626	-9.60664597047082	7.4950695069138e-22	8.97569927554375e-20
SPNCRNA.258	25.9079323804727	-0.858926109262485	0.386270794856009	-2.22363720141635	0.0261728634971233	0.101976159985415
SPAC8F11.05c	49.4986031392581	-0.850612244027809	0.265179004154575	-3.20769077001278	0.00133805284803747	0.0101586380699687
SPCC965.07c	7859.57928256762	-0.85017504126412	0.0471253795368575	-18.0407043851856	9.33464980576235e-73	5.92470223171737e-70
SPBC359.02	229.160612671956	-0.849493998302701	0.209200603617952	-4.06066705167864	4.89327110127899e-05	0.000603211663557546
SPBC8E4.01c	43362.847996748	-0.844225388813657	0.0884279526691657	-9.54704212108299	1.33452041270204e-21	1.56855575174441e-19
SPAC13F5.07c	53.8760388375925	-0.844097556583358	0.288722412937082	-2.92356089711436	0.00346052527780681	0.0219609628566712
SPNCRNA.654	38.9723277762772	-0.841019950789873	0.301578574162079	-2.78872580098439	0.00529158453945778	0.0304218179999443
SPBC30B4.09	65.7280075361572	-0.836418593042845	0.253247270580807	-3.30277436406154	0.000957333850974546	0.00765264225709754
SPNCRNA.1673	506.664334153865	-0.835598935343887	0.100772329160141	-8.29194821939669	1.11408431283644e-16	7.85677014841435e-15
SPNCRNA.1035	81.6202680832822	-0.830665020525678	0.209835824490649	-3.95864253657361	7.53769520283166e-05	0.000887602067762014
SPCP20C8.04	7.9429210486371	-0.824263403984079	0.715869247059749	-1.15141613830952	0.249561077675969	0.468628449706916
SPNCRNA.1647	98.792998304021	-0.822342621574172	0.194839969557808	-4.22060536880851	2.43647138656979e-05	0.000336180084577358
SPNCRNA.187	14.0870014432812	-0.814401982890755	0.506861264135988	-1.60675522182389	0.108108074563872	0.277125181444628
SPNCRNA.1141	142.890296482409	-0.811784440977177	0.237931030172184	-3.41184771229591	0.00064524149950478	0.00559473742808311
SPAC1002.17c	881.189563111721	-0.808486818968211	0.151089872775494	-5.35103249553693	8.74538145673064e-08	2.04069618036284e-06
SPBCPT2R1.08c	92.7354338538563	-0.804218208419166	0.288919089206708	-2.78354126972824	0.00537690215069546	0.0307452233787965
SPNCRNA.1551	58.6133890237067	-0.793031429869729	0.276633604227174	-2.86672124337607	0.00414748149728395	0.0254872015291373
SPNCRNA.644	62.5832284522411	-0.792678237358754	0.237389615218604	-3.33914453936329	0.000840368258047547	0.00687347594565435
SPNCRNA.477	23.1906543815385	-0.789139842978513	0.406663193400067	-1.94052438427142	0.0523159936908609	0.166440908248569
SPNCRNA.1277	428.356661223672	-0.78436089104524	0.118583423088782	-6.6144227465756	3.73004385890035e-11	1.38447885218951e-09
SPSNRNA.05	11.1353503126461	-0.778171998222147	0.655915611730146	-1.18639042020896	0.235468153134843	0.451242864718251
SPAC977.15	302.136627973968	-0.773299025155593	0.121796532614068	-6.34910541834484	2.16570594692571e-10	7.311561513371e-09
SPNCRNA.382	5.96448929808124	-0.771570454121526	0.770498055320969	-1.00139182544739	0.316637414579329	0.540151880151904
SPNCRNA.1507	6.49313708648144	-0.770790547491235	0.756566320071759	-1.0188010317696	0.308297435805389	0.532404847046069
SPNCRNA.1024	5.44575858012382	-0.765173159653972	0.822148373596118	-0.930699596603308	0.352008978428121	0.574110307763593
SPNCRNA.1512	5.96825388525506	-0.763052609432473	0.754146205575969	-1.01180991668546	0.311628947543287	0.535873457073216
SPAPB1A11.01	136.470842199045	-0.755608278660775	0.174586239514197	-4.32799446716608	1.50473248651136e-05	0.000216075499816462
SPBC56F2.09c	13701.8825443142	-0.753975631186523	0.0615571586697018	-12.2483826005054	1.71379753342537e-34	3.75085273953477e-32
SPNCRNA.1666	103.810363581211	-0.74884663405503	0.189524031474978	-3.95119620571123	7.77615380790928e-05	0.000910613435771221
SPNCRNA.40	9.17139751992986	-0.747126499697084	0.710589242523115	-1.05141825260995	0.293066536351169	0.51611911937316
SPNCRNA.1157	482.496877837411	-0.738830361760875	0.12285739523698	-6.01372314898704	1.81310054229746e-09	5.45390954595354e-08
SPNCRNA.905	211.975699099502	-0.736868198918752	0.131939049756124	-5.58491364217628	2.33816369947844e-08	6.008228745178e-07
SPNCRNA.808	8.6458498141129	-0.735828671259999	0.660462378386005	-1.11411140943133	0.265231394541798	0.486117141541088
SPBC1271.08c	768.97722544062	-0.733679112287293	0.0820175271803157	-8.94539420426926	3.70624532448561e-19	3.36050558207288e-17
SPNCRNA.1039	21.959632072721	-0.732974898373391	0.512143480846973	-1.43119052723508	0.152375617695128	0.345273427958017
SPNCRNA.1661	118.032759823828	-0.731726744137763	0.178361438001733	-4.10249408356223	4.0872030995978e-05	0.000523013670829582
SPNCRNA.794	182.306452058522	-0.731013739729449	0.172970558806718	-4.22623216790495	2.37636813072722e-05	0.000329318963443792
SPNCRNA.1424	157.866976333266	-0.726552140061258	0.161706660094909	-4.49302545507295	7.02183876169022e-06	0.000111521703004176
SPCPJ732.03	9.43925720095214	-0.72315522898499	0.59323926670199	-1.21899420617459	0.222846391533125	0.436679853986028
SPNCRNA.915	42.5968492199322	-0.71740714190057	0.30110001849824	-2.38262071679269	0.0171898949432369	0.0746777982236308
SPNCRNA.22	27.8709991259014	-0.716917641884219	0.358364687570316	-2.00052534959531	0.0454435654258859	0.151406986749658
SPNCRNA.1284	123.490855924169	-0.71620177906667	0.171435554670898	-4.17767353126689	2.94505958376553e-05	0.000396863974058595
SPNCRNA.993	24.7210330140149	-0.715019025371542	0.373969958391964	-1.91196915507881	0.0558801504678023	0.174029104523622
SPNCRNA.1601	228.544097857861	-0.713596661036645	0.143027347836315	-4.98923228201999	6.0619720952716e-07	1.20991625436128e-05
SPAC29A4.12c	198.015483495056	-0.713468515816349	0.417988926545059	-1.70690769660722	0.087839210040187	0.241977198839005
SPAC17D4.01	21794.2647797629	-0.712971703023195	0.164692685741921	-4.32910362601315	1.49717477427813e-05	0.000215967461189621
SPNCRNA.1496	191.871919706992	-0.712429334782481	0.151308446419673	-4.70845713930912	2.49598833996001e-06	4.38837617554743e-05
SPNCRNA.1046	17.0782232264733	-0.712408349477629	0.462088770344322	-1.54171318412863	0.123143306693448	0.301190970166981
SPAC212.07c	7.64139327171672	-0.711127979696412	0.661788415576435	-1.07455489240772	0.282574056269158	0.505352926215934
SPNCRNA.655	533.753756907803	-0.710558216005571	0.144350566558985	-4.92244840421338	8.54681025101358e-07	1.65891757379765e-05
SPBC428.05c	18029.8276760103	-0.710290196999473	0.0576667576914773	-12.3171516040419	7.32355722023302e-35	1.66009348845782e-32
SPAC6C3.04	9882.52694514807	-0.707698133687748	0.0755941164506688	-9.36181500513439	7.83785320594865e-21	8.72751829792211e-19
SPAC1002.19	664.928539532479	-0.700964269151327	0.262826139411668	-2.6670264636555	0.00765256458519826	0.0405321942499115
SPNCRNA.690	141.610173652313	-0.696947397459382	0.159113062056688	-4.3802022816397	1.18569189314383e-05	0.000177181037508694
SPBC1703.08c	685.264873710996	-0.69617465928166	0.0920815888380441	-7.56041102316461	4.01797658899549e-14	2.16119469579274e-12
SPBPB21E7.02c	4.50572516549412	-0.6934401139204	0.910129933995174	-0.761913313713816	0.446111743342265	0.661404166081139
SPNCRNA.1693	5.27378475895329	-0.69235373044891	0.825010787594132	-0.83920566962273	0.401353906301342	0.620483233594179
SPNCRNA.1359	158.506579930941	-0.690123305217921	0.152509330348573	-4.52512186395801	6.03607144451261e-06	9.77320037202081e-05
SPNCRNA.1025	125.854655375102	-0.6741065733698	0.176566022344369	-3.81787256924802	0.000134607418122427	0.00146293370346411
SPNCRNA.1170	75.3801362145277	-0.666761470664322	0.254373637301835	-2.62118935647862	0.00876235776686092	0.0451629697005162
SPNCRNA.493	6.14560093930074	-0.664071612608554	0.770337067212638	-0.862053302214067	0.388658186933155	0.609390689838125
SPNCRNA.359	49.0456034569623	-0.661177885970235	0.267811055350771	-2.46882222656658	0.0135558544203647	0.0628480701286008
SPBC2G2.04c	14331.8085032341	-0.656877179320849	0.0681741381895073	-9.63528394733633	5.67349257781552e-22	6.92493411372982e-20
SPNCRNA.273	19.7981718370909	-0.656074412117579	0.427672580200188	-1.53405769387993	0.125015459943518	0.304245829854872
SPCC188.05	17.1273983603351	-0.65486139257633	0.472591804336041	-1.38568080649719	0.165844391495645	0.365110771010357
SPNCRNA.1242	57.7509310512604	-0.654703150970525	0.251064179193953	-2.60771231114077	0.00911495252333764	0.0464306610478523
SPBC1685.17	889.837325727167	-0.653292608532352	0.0907216073906479	-7.20106959436102	5.97420430575892e-13	2.87259657035242e-11
SPAC15F9.01c	50.1972851465864	-0.652787884390644	0.309665405454574	-2.1080426579533	0.0350272997315314	0.126032641190086
SPNCRNA.791	10.9354374805066	-0.650796799075663	0.61583728137373	-1.05676745913133	0.290617728924128	0.514375550887183
SPBP4G3.03	13.9325172453611	-0.64874005015954	0.505137212618989	-1.28428481203357	0.199042319054149	0.407473992315462
SPNCRNA.1619	7.49191113514833	-0.647992843387857	0.733572534330756	-0.883338474468685	0.377053422020808	0.597393427250641
SPNCRNA.439	6.99790353072664	-0.645282897314162	0.724552306361133	-0.890595325760427	0.373146307736618	0.594318598545625
SPAC9E9.17c	6.98930953057674	-0.643114104110507	0.70329627893135	-0.914428418543194	0.360491774801675	0.582283473854752
SPNCRNA.1675	59.5540317590327	-0.6342815352993	0.268447136375637	-2.36278003879226	0.0181384317502761	0.0774308752200318
SPBC23G7.13c	52.3890268289178	-0.632626084575922	0.254138493480968	-2.48929658750534	0.0127996139205413	0.0601326051470581
SPNCRNA.1125	229.812245510522	-0.630060246228205	0.130451288496809	-4.82985069360673	1.36635466745853e-06	2.58102770070217e-05
SPAC922.06	553.718909958677	-0.629055649054322	0.103502636502736	-6.07767753855905	1.21935645911139e-09	3.75692011940776e-08
SPNCRNA.1265	246.55418079484	-0.62813194584352	0.132560547453319	-4.73845316657821	2.15355786288763e-06	3.850318804436e-05
SPAC5H10.07	177.011060747075	-0.627795742406333	0.179615852675576	-3.49521344054338	0.000473682792989102	0.0043954162092132
SPNCRNA.188	61.1573610351575	-0.626460737280232	0.260098412153674	-2.40855271700044	0.016015913053621	0.0709867319492546
SPNCRNA.1068	47.2801322499927	-0.62407720105232	0.301301756638887	-2.07126970653637	0.0383335985926262	0.134347515332633
SPNCRNA.263	12.944697973535	-0.622327977154206	0.509201211817494	-1.22216515340356	0.221645178594047	0.434594361611498
SPCC132.04c	7249.74790935848	-0.616647893168592	0.0827691928833797	-7.45021029789958	9.3191562888089e-14	4.73189479720561e-12
SPNCRNA.1328	24.8418413583782	-0.612804665449351	0.376695835248158	-1.62678906456624	0.103781904945016	0.270175191354138
SPAC11D3.19	122.650218986446	-0.607660531613914	0.180648570785378	-3.36377159792675	0.000768851438070727	0.00643786289899064
SPCC18B5.02c	678.083768195586	-0.603224195287317	0.0978380882271246	-6.16553538829349	7.02450573928539e-10	2.27472132281859e-08
SPBC8E4.03	2798.67795430774	-0.600191050556903	0.0631348956637752	-9.50648677322949	1.97210441965669e-21	2.27580850028382e-19
SPAC4G9.10	4490.16212448991	-0.596889486396639	0.0518141327094101	-11.5198200796717	1.04829661182659e-30	2.01622381674647e-28
SPAC5H10.10	3168.33127492063	-0.596693581088907	0.0511696602634442	-11.6610815474807	2.01466862766275e-31	4.12487154186305e-29
SPBC18E5.15	127.967939399045	-0.595877345311872	0.172947288760932	-3.44542750326409	0.000570156884144819	0.00508256424672354
SPAPB24D3.08c	4271.57857651869	-0.595503504897876	0.0668111019887486	-8.91324176928203	4.95617505837903e-19	4.4305412810608e-17
SPNCRNA.1332	159.014229708139	-0.592135948403232	0.159290629507614	-3.71733070698253	0.000201338815754748	0.0021087416891013
SPBC215.08c	49486.4281836435	-0.582826976088804	0.0459157277888396	-12.6934060322238	6.43262765348382e-37	1.70116198819424e-34
SPCC70.12c	1254.31300863161	-0.580816319242579	0.0649086652329637	-8.94820925924098	3.6129562789429e-19	3.32339615977545e-17
SPNCRNA.916	149.483720191972	-0.578395311505966	0.179612072123661	-3.22024741804519	0.00128080003388374	0.00980607697835955
SPNCRNA.1375	17.793484997215	-0.577705981646509	0.460323411684259	-1.25500021720113	0.209478681118015	0.420348147030048
SPCC622.12c	19449.7629826259	-0.575074926644126	0.045039590332419	-12.7682095329849	2.46765593554676e-37	6.80965748822403e-35
SPNCRNA.688	539.079206519005	-0.572309872665595	0.0966711234258879	-5.9201740125049	3.21601157368267e-09	9.40646334477601e-08
SPNCRNA.1383	20.0315395542286	-0.571542139342605	0.468985874912555	-1.21867665939656	0.222966940240659	0.436781225218352
SPAC823.02	17.770383023209	-0.571383893203051	0.441353523553151	-1.29461726872163	0.195452292217114	0.403557481685758
SPNCRNA.517	86.8981879768836	-0.568833280619205	0.223394292934803	-2.54631966262995	0.0108865445540078	0.0529884189296683
SPAC6G10.08	12662.0240883792	-0.565462307945281	0.0627690891147916	-9.00861102048442	2.08682653325974e-19	2.00683151615145e-17
SPNCRNA.1561	5.42883000677059	-0.562911625772443	0.910564851721041	-0.618200477108791	0.536443195603758	0.732288318451275
SPNCRNA.627	30.6315256939052	-0.562574007180563	0.378897209851184	-1.48476682475841	0.137605602863045	0.322629814602795
SPNCRNA.1638	12.5797239133609	-0.560788189728625	0.544284605014296	-1.03032160851563	0.302859058691348	0.526494470149283
SPBC1E8.04	63.9784466466073	-0.554470740407458	0.24063846194886	-2.30416507783902	0.0212133787378063	0.0871464821028198
SPAC222.08c	4378.46268577966	-0.553570528952476	0.044378791355932	-12.4737630755345	1.03805624199815e-35	2.53405498767778e-33
SPNCRNA.1335	53.5016173342102	-0.55320173310328	0.257887869775704	-2.14512506379002	0.0319428489808633	0.117872827024151
SPNCRNA.301	84.9039721282692	-0.552740671585298	0.210578003120933	-2.62487374461361	0.00866811025142919	0.0448017066496914
SPCC1672.03c	4917.37231591514	-0.552525628654514	0.0786104816455114	-7.02865085022747	2.08540084531326e-12	9.45431368943088e-11
SPNCRNA.1298	149.992780787368	-0.550399718391764	0.164349665756798	-3.34895550810695	0.000811168205658317	0.00668634363806927
SPNCRNA.25	9.67177006047974	-0.5469805695383	0.6168297305816	-0.886761033750044	0.375207570671376	0.595913593991685
SPNCRNA.861	247.062426012731	-0.546909826764947	0.133881978084443	-4.08501453735615	4.40740570983685e-05	0.000555035794451081
SPCC584.12	34.6440375819712	-0.546691430449506	0.31680965022927	-1.72561482913754	0.0844167297325555	0.235409922501112
SPAC6C3.03c	55.1655172080233	-0.543908371472901	0.25975125212535	-2.09395861241286	0.0362636672570413	0.129478897864808
SPNCRNA.117	18.4410868533701	-0.540963254160087	0.465235034853992	-1.16277411121856	0.244921163538618	0.463480806493622
SPAC7D4.09c	655.70614874822	-0.539615036728616	0.0835450682022285	-6.45896937234438	1.05418443117555e-10	3.71717143592845e-09
SPNCRNA.827	191.122139120458	-0.537477751003648	0.149659271773477	-3.59134281915503	0.000328978561036573	0.00321972528954877
SPBC1773.17c	1388.74392295309	-0.533975827617727	0.0640362530970695	-8.33864884018587	7.51442030709635e-17	5.35887929091467e-15
SPAC1250.02	31.2340384382459	-0.533145259657286	0.330590866639282	-1.61270414115529	0.106808800432454	0.275687456829925
SPAC19B12.13	165.099290554272	-0.531077040649261	0.157686802316355	-3.36792320503654	0.000757366889909066	0.00635007615621247
SPAC57A10.06	55.2839883177644	-0.530333190901358	0.250272785302866	-2.11902061288677	0.0340887249698311	0.12360040977421
SPNCRNA.898	188.357258031063	-0.525145712524862	0.150903758031671	-3.48000420516132	0.000501405912472896	0.00457244730814004
SPBC2A9.14	302.965384033146	-0.521285163507979	0.115886936690829	-4.49822196007041	6.8524136782024e-06	0.000109552316411966
SPNCRNA.1033	118.751096276961	-0.520527561527388	0.182714294561032	-2.84886063664558	0.0043876095183376	0.0264248369866656
SPNCRNA.42	97.7528070707115	-0.520424780356084	0.209981348958322	-2.47843336057137	0.0131960759017151	0.0616756213167791
SPBC1773.06c	808.885443486321	-0.518779683704238	0.0847935335820424	-6.11815148854824	9.46670522195031e-10	2.9598609873753e-08
SPAC513.03	686.495400796163	-0.517262844835293	0.0982967821324751	-5.26225613508055	1.42298338382026e-07	3.11437087486454e-06
SPNCRNA.1691	60.1221858322646	-0.517234005478255	0.25713516784804	-2.0115257271379	0.0442699556719697	0.148510258271666
SPNCRNA.1294	121.953336503982	-0.51619887589175	0.189167288779531	-2.72879565606802	0.00635660799311467	0.0350524682296254
SPCC576.16c	53.8958424955423	-0.514186263344103	0.27782836182391	-1.8507335247148	0.0642078985694425	0.19286679234276
SPNCRNA.431	50.278312558126	-0.512867349108406	0.275244408032826	-1.86331614427291	0.0624178000749553	0.189100609582693
SPCC1020.01c	22.2558356723705	-0.511770164239804	0.411737851484222	-1.24295146145779	0.213885720435781	0.425692275824994
SPAC31G5.09c	604.676544659357	-0.510376525962363	0.0943330357627285	-5.4103689321108	6.289504125952e-08	1.50639557311009e-06
SPAC328.09	3818.24541495731	-0.510298573226789	0.0726825298901122	-7.02092475314636	2.20404539077344e-12	9.92133056399933e-11
SPBPB21E7.09	503.169987983539	-0.507412801126961	0.14821278258754	-3.42354277592261	0.000618105228588913	0.00541119156669494
SPNCRNA.163	24.1829239735188	-0.507191297703109	0.380447485030828	-1.33314404131758	0.18248453888293	0.387238170608478
SPNCRNA.1080	266.766769553993	-0.507080434434251	0.122820487124419	-4.12863070572724	3.64929973009589e-05	0.000474576257285244
SPNCRNA.795	235.348726247517	-0.504887431535523	0.145727645361358	-3.46459609831452	0.000531028374197216	0.00481491013004247
SPBC16A3.17c	2977.97283040451	-0.502527977173681	0.0493340729670575	-10.1862251979325	2.28463625226567e-24	3.22235250958449e-22
SPAC521.03	5025.85634870761	-0.502363783462815	0.0976994958140464	-5.14192810594412	2.71933182441466e-07	5.77244116707686e-06
SPNCRNA.703	471.364337362678	-0.502087148263479	0.0919716199353376	-5.45915303673547	4.7841126571605e-08	1.16787550134607e-06
SPAC22G7.11c	183.636539193689	-0.500910042013833	0.148276508563989	-3.37821578660698	0.000729578057698142	0.00617417590961347
SPCC569.04	22.5697786230592	-0.499485421858332	0.393998417721946	-1.26773458824099	0.204892748471874	0.414817950414986
SPBC557.05	290.420542649908	-0.498538513658633	0.139113908227944	-3.58367125191937	0.00033879845767767	0.00328800276892993
SPAC4F10.17	30.6868491490046	-0.495863136528356	0.39003788943794	-1.27132042797922	0.203614677853484	0.412757061748982
SPAC11E3.06	217.636695889556	-0.495734179300438	0.140749322238351	-3.5221070440463	0.000428131232920884	0.00403167497826239
SPAC1002.09c	16893.315432843	-0.491818161167419	0.0612856152689108	-8.02501792646455	1.01511118806473e-15	6.44291071064683e-14
SPBC1711.13	11971.872435382	-0.487525778715576	0.0465126937178476	-10.4815640580392	1.04992807912219e-25	1.56519478577206e-23
SPAC212.08c	6.15276545515156	-0.485886816067756	0.756568978825883	-0.642224079583334	0.520727700474042	0.720213274113913
SPNCRNA.1520	162.502982839522	-0.481599863680758	0.17059941534592	-2.82298660112188	0.00475785599879873	0.0280391012296895
SPNCRNA.613	205.755050587115	-0.481420417921525	0.137101586083144	-3.5114139206936	0.000445729787919491	0.00418498071586539
SPBPB7E8.01	11206.5269083129	-0.481320801900802	0.167129983884275	-2.87991891529219	0.00397777458735025	0.0246311563960117
SPNCRNA.752	185.13010810916	-0.480347586777667	0.156540879556338	-3.068512123728	0.00215127599240135	0.0150376087266205
SPCC1494.11c	46.0346271112012	-0.478030775046418	0.275854473541272	-1.73290927244977	0.0831117959370817	0.232896498372034
SPNCRNA.1124	22.7238956575528	-0.476906971253879	0.39537898132486	-1.20620213460976	0.227739561082603	0.441767418762617
SPAC1039.10	92.8632059324661	-0.476477734767515	0.198213685296797	-2.40385891647217	0.0162230329237846	0.0717044498379252
SPNCRNA.166	13.5024326801865	-0.475815926942419	0.538002337965834	-0.88441237772583	0.376473643629672	0.596772781248134
SPCC663.08c	676.700842396395	-0.47549093856411	0.0825051794427193	-5.76316471009227	8.25511603354699e-09	2.26819140540791e-07
SPBC36.13	34.7607083705177	-0.475360500555651	0.346344475439128	-1.37250781884984	0.169905406523338	0.370848413054755
